"","x"
"489",3238.6036036036
"490",7268.5
"491",16130.5428571429
"492",16130.5428571429
"496",17164.8285714285
"499",7268.5
"500",6987.45985401458
"503",2664.07894736841
"504",7546.25862068967
"506",3315.1092436975
"507",2664.07894736841
"508",6987.45985401458
"509",2664.07894736841
"510",16130.5428571429
"511",6987.45985401458
"512",7268.5
"513",3315.1092436975
"514",16130.5428571429
"515",2664.07894736841
"517",2664.07894736841
"519",3238.6036036036
"520",3238.6036036036
"521",3315.1092436975
"522",3238.6036036036
"523",3315.1092436975
"524",16130.5428571429
"526",6987.45985401458
"528",7268.5
"529",3315.1092436975
"531",7268.5
"535",3238.6036036036
"536",3315.1092436975
"537",6987.45985401458
"538",3463.73684210523
"539",2664.07894736841
"540",6987.45985401458
"541",3238.6036036036
"542",3315.1092436975
"543",3315.1092436975
"544",7546.25862068967
"545",3315.1092436975
"547",3238.6036036036
"548",3238.6036036036
"549",16130.5428571429
"553",3463.73684210523
"554",3315.1092436975
"555",7268.5
"556",6987.45985401458
"557",3238.6036036036
"560",6987.45985401458
"562",16130.5428571429
"565",3238.6036036036
"566",3315.1092436975
"571",6987.45985401458
"573",6987.45985401458
"575",6987.45985401458
"576",7546.25862068967
"579",7546.25862068967
"580",7268.5
"581",3238.6036036036
"582",16130.5428571429
"583",7268.5
"584",6987.45985401458
"585",7268.5
"586",3238.6036036036
"588",2664.07894736841
"589",3238.6036036036
"592",6987.45985401458
"596",6987.45985401458
"599",7546.25862068967
"600",3315.1092436975
"602",3315.1092436975
"603",16130.5428571429
"604",3238.6036036036
"606",16130.5428571429
"607",6987.45985401458
"608",6987.45985401458
"609",3238.6036036036
"614",2664.07894736841
"615",6987.45985401458
"616",3238.6036036036
"617",3238.6036036036
"618",6987.45985401458
"621",3238.6036036036
"622",7546.25862068967
"623",3315.1092436975
"624",3463.73684210523
"626",3315.1092436975
"627",6987.45985401458
"629",7546.25862068967
"630",7268.5
"631",3315.1092436975
"632",6987.45985401458
"633",6987.45985401458
"634",3238.6036036036
"638",6987.45985401458
"640",2664.07894736841
"641",3238.6036036036
"642",7268.5
"643",17164.8285714285
"645",3315.1092436975
"646",6987.45985401458
"647",3238.6036036036
"649",6987.45985401458
"650",3238.6036036036
"652",6987.45985401458
"653",16130.5428571429
"655",3238.6036036036
"656",7268.5
"657",16130.5428571429
"658",17164.8285714285
"662",3315.1092436975
"663",6987.45985401458
"666",7268.5
"669",3238.6036036036
"670",16130.5428571429
"671",16130.5428571429
"673",6987.45985401458
"674",3315.1092436975
"675",3315.1092436975
"677",7546.25862068967
"678",3238.6036036036
"679",7546.25862068967
"680",2664.07894736841
"682",3238.6036036036
"683",7268.5
"684",7268.5
"685",3315.1092436975
"686",7546.25862068967
"690",3463.73684210523
"691",3463.73684210523
"694",3315.1092436975
"695",6987.45985401458
"697",17164.8285714285
"699",2664.07894736841
"700",16130.5428571429
"701",3463.73684210523
"702",6987.45985401458
"703",6987.45985401458
"704",3463.73684210523
"706",6987.45985401458
"707",3315.1092436975
"709",3238.6036036036
"710",17164.8285714285
"711",17164.8285714285
"712",17164.8285714285
"713",3238.6036036036
"716",3463.73684210523
"717",6987.45985401458
"720",7546.25862068967
"721",7546.25862068967
"723",3315.1092436975
"724",7546.25862068967
"725",3238.6036036036
"726",7546.25862068967
"727",2664.07894736841
"728",3315.1092436975
"729",3238.6036036036
"730",3238.6036036036
"732",6987.45985401458
"733",3463.73684210523
"734",6987.45985401458
"735",3315.1092436975
"736",6987.45985401458
"737",6987.45985401458
"740",3238.6036036036
"742",17164.8285714285
"743",3315.1092436975
"744",3238.6036036036
"745",6987.45985401458
"746",3238.6036036036
"747",3463.73684210523
"748",7268.5
"749",3238.6036036036
"752",2664.07894736841
"753",7268.5
"755",16130.5428571429
"756",3238.6036036036
"760",17164.8285714285
"761",3315.1092436975
"762",17164.8285714285
"763",6987.45985401458
"765",3463.73684210523
"768",6987.45985401458
"769",7546.25862068967
"770",6987.45985401458
"772",6987.45985401458
"773",7268.5
"776",3315.1092436975
"778",2664.07894736841
"779",3238.6036036036
"780",3315.1092436975
"781",2664.07894736841
"782",7268.5
"783",3463.73684210523
"784",6987.45985401458
"785",6987.45985401458
"786",16130.5428571429
"787",17164.8285714285
"788",3315.1092436975
"789",16130.5428571429
"791",3238.6036036036
"793",7546.25862068967
"796",3315.1092436975
"797",7268.5
"798",3238.6036036036
"800",7268.5
"802",6987.45985401458
"803",17164.8285714285
"804",6987.45985401458
"805",3238.6036036036
"806",7268.5
"807",6987.45985401458
"809",3315.1092436975
"810",3315.1092436975
"811",3238.6036036036
"812",3238.6036036036
"813",6987.45985401458
"814",17164.8285714285
"816",3315.1092436975
"819",3238.6036036036
"820",6987.45985401458
"821",3315.1092436975
"822",6987.45985401458
"823",6987.45985401458
"824",3238.6036036036
"827",6987.45985401458
"829",3238.6036036036
"830",17164.8285714285
"831",3238.6036036036
"832",2664.07894736841
"834",3315.1092436975
"835",7268.5
"836",6987.45985401458
"837",3315.1092436975
"839",7546.25862068967
"841",3238.6036036036
"842",3463.73684210523
"846",3238.6036036036
"847",3238.6036036036
"848",7268.5
"849",6987.45985401458
"850",3238.6036036036
"852",3238.6036036036
"853",3238.6036036036
"854",7268.5
"855",7546.25862068967
"856",2664.07894736841
"857",3315.1092436975
"858",7546.25862068967
"859",3238.6036036036
"861",3238.6036036036
"862",6987.45985401458
"863",6987.45985401458
"864",6987.45985401458
"866",7546.25862068967
"867",6987.45985401458
"868",6987.45985401458
"869",3315.1092436975
"870",3238.6036036036
