"","x"
"138",7546.25862068967
"139",3238.60360360357
"140",6987.4598540146
"141",7546.25862068967
"142",3315.10924369748
"143",7546.25862068967
"144",6987.4598540146
"145",7268.49999999999
"147",3315.10924369748
"148",6987.4598540146
"149",3238.60360360357
"150",7546.25862068967
"151",6987.4598540146
"152",6987.4598540146
"153",6987.4598540146
"154",7268.49999999999
"156",6987.4598540146
"161",3238.60360360357
"162",7268.49999999999
"164",3315.10924369748
"165",6987.4598540146
"167",16130.5428571429
"168",16130.5428571429
"169",3315.10924369748
"171",6987.4598540146
"172",3315.10924369748
"173",7268.49999999999
"174",6987.4598540146
"175",17164.8285714285
"179",6987.4598540146
"180",6987.4598540146
"183",3315.10924369748
"185",3238.60360360357
"186",3315.10924369748
"187",7546.25862068967
"191",3315.10924369748
"192",6987.4598540146
"193",7546.25862068967
"194",6987.4598540146
"195",3315.10924369748
"196",3315.10924369748
"197",3238.60360360357
"199",7268.49999999999
"201",6987.4598540146
"203",7546.25862068967
"204",3315.10924369748
"205",2664.07894736842
"207",6987.4598540146
"208",7268.49999999999
"210",6987.4598540146
"211",7546.25862068967
"212",17164.8285714285
"213",3315.10924369748
"214",7546.25862068967
"215",3315.10924369748
"217",7268.49999999999
"219",3315.10924369748
"220",3315.10924369748
"222",6987.4598540146
"224",3315.10924369748
"225",3315.10924369748
"226",3238.60360360357
"228",3315.10924369748
"229",6987.4598540146
"230",7268.49999999999
"234",6987.4598540146
"235",17164.8285714285
"236",6987.4598540146
"237",17164.8285714285
"238",3315.10924369748
"239",3463.73684210524
"240",16130.5428571429
"243",3315.10924369748
"244",2664.07894736842
"245",7546.25862068967
"248",2664.07894736842
"250",17164.8285714285
"251",3238.60360360357
"252",6987.4598540146
"253",3315.10924369748
"257",2664.07894736842
"260",3238.60360360357
"261",2664.07894736842
"262",3315.10924369748
"264",2664.07894736842
"265",3238.60360360357
"266",3238.60360360357
"268",3238.60360360357
"269",7268.49999999999
"270",7546.25862068967
"272",3315.10924369748
"274",6987.4598540146
"275",16130.5428571429
"277",3315.10924369748
"278",3238.60360360357
"280",7268.49999999999
"281",6987.4598540146
"284",6987.4598540146
"285",3463.73684210524
"286",3238.60360360357
"287",3315.10924369748
"288",3238.60360360357
"289",6987.4598540146
"290",2664.07894736842
"291",3238.60360360357
"292",3238.60360360357
"293",3315.10924369748
"295",17164.8285714285
"296",3238.60360360357
"297",7546.25862068967
"298",3238.60360360357
"301",6987.4598540146
"303",3315.10924369748
"304",3315.10924369748
"305",3315.10924369748
"306",3238.60360360357
"309",7268.49999999999
"310",6987.4598540146
"311",3315.10924369748
"312",7546.25862068967
"316",6987.4598540146
"317",2664.07894736842
"318",7268.49999999999
"320",3315.10924369748
"321",3238.60360360357
"322",3315.10924369748
"324",3315.10924369748
"325",7546.25862068967
"326",3315.10924369748
"327",16130.5428571429
"329",3315.10924369748
"331",17164.8285714285
"334",7546.25862068967
"336",3315.10924369748
"337",6987.4598540146
"338",7268.49999999999
"340",3238.60360360357
"341",3315.10924369748
"342",3238.60360360357
"343",7268.49999999999
"344",3315.10924369748
"345",6987.4598540146
"346",6987.4598540146
"347",7546.25862068967
"348",7546.25862068967
"349",3315.10924369748
"351",16130.5428571429
"353",3315.10924369748
"354",7268.49999999999
"356",6987.4598540146
"357",3315.10924369748
"358",3315.10924369748
"360",3238.60360360357
"361",17164.8285714285
"362",2664.07894736842
"363",17164.8285714285
"365",17164.8285714285
"366",6987.4598540146
"367",3238.60360360357
"368",6987.4598540146
"369",3315.10924369748
"370",3315.10924369748
"371",7546.25862068967
"373",3238.60360360357
"374",3315.10924369748
"376",16130.5428571429
"380",3315.10924369748
"381",16130.5428571429
"383",6987.4598540146
"384",2664.07894736842
"385",3315.10924369748
"386",16130.5428571429
"389",2664.07894736842
"393",3315.10924369748
"394",6987.4598540146
"395",3315.10924369748
"396",3315.10924369748
"397",16130.5428571429
"398",3463.73684210524
"399",7268.49999999999
"400",7546.25862068967
"401",7546.25862068967
"402",7546.25862068967
"403",3238.60360360357
"404",7268.49999999999
"405",3315.10924369748
"406",16130.5428571429
"408",3238.60360360357
"410",16130.5428571429
"411",3463.73684210524
"413",3315.10924369748
"414",6987.4598540146
"415",2664.07894736842
"417",3238.60360360357
"418",3238.60360360357
"419",7546.25862068967
"422",3315.10924369748
"423",6987.4598540146
"424",3238.60360360357
"426",6987.4598540146
"427",3315.10924369748
"428",3315.10924369748
"429",3238.60360360357
"430",7546.25862068967
"431",6987.4598540146
"433",3238.60360360357
"434",3315.10924369748
"435",6987.4598540146
"436",6987.4598540146
"438",3238.60360360357
"439",2664.07894736842
"440",7268.49999999999
"441",3315.10924369748
"442",3238.60360360357
"443",3238.60360360357
"444",3463.73684210524
"445",16130.5428571429
"446",3315.10924369748
"447",3315.10924369748
"448",7268.49999999999
"449",3238.60360360357
"452",3315.10924369748
"453",6987.4598540146
"454",6987.4598540146
"455",17164.8285714285
"456",17164.8285714285
"457",6987.4598540146
"462",3238.60360360357
"463",6987.4598540146
"464",7546.25862068967
"465",3315.10924369748
"467",2664.07894736842
"469",6987.4598540146
"471",3315.10924369748
"472",3315.10924369748
"474",3315.10924369748
"476",6987.4598540146
"477",6987.4598540146
"479",3238.60360360357
"480",16130.5428571429
"481",7268.49999999999
"482",3315.10924369748
"484",3315.10924369748
"485",7268.49999999999
"486",6987.4598540146
"487",2664.07894736842
"489",3238.60360360357
"490",7268.49999999999
"491",16130.5428571429
"492",16130.5428571429
"496",17164.8285714285
"499",7268.49999999999
"500",6987.4598540146
"503",2664.07894736842
"504",7546.25862068967
"506",3315.10924369748
"507",2664.07894736842
"508",6987.4598540146
"509",2664.07894736842
"510",16130.5428571429
"511",6987.4598540146
"512",7268.49999999999
"513",3315.10924369748
"514",16130.5428571429
"515",2664.07894736842
"517",2664.07894736842
"519",3238.60360360357
"520",3238.60360360357
"521",3315.10924369748
"522",3238.60360360357
"523",3315.10924369748
"524",16130.5428571429
"526",6987.4598540146
"528",7268.49999999999
"529",3315.10924369748
"531",7268.49999999999
"535",3238.60360360357
"536",3315.10924369748
"537",6987.4598540146
"538",3463.73684210524
"539",2664.07894736842
"540",6987.4598540146
"541",3238.60360360357
"542",3315.10924369748
"543",3315.10924369748
"544",7546.25862068967
"545",3315.10924369748
"547",3238.60360360357
"548",3238.60360360357
"549",16130.5428571429
"553",3463.73684210524
"554",3315.10924369748
"555",7268.49999999999
"556",6987.4598540146
"557",3238.60360360357
"560",6987.4598540146
"562",16130.5428571429
"565",3238.60360360357
"566",3315.10924369748
"571",6987.4598540146
"573",6987.4598540146
"575",6987.4598540146
"576",7546.25862068967
"579",7546.25862068967
"580",7268.49999999999
"581",3238.60360360357
"582",16130.5428571429
"583",7268.49999999999
"584",6987.4598540146
"585",7268.49999999999
"586",3238.60360360357
"588",2664.07894736842
"589",3238.60360360357
"592",6987.4598540146
"596",6987.4598540146
"599",7546.25862068967
"600",3315.10924369748
"602",3315.10924369748
"603",16130.5428571429
"604",3238.60360360357
"606",16130.5428571429
"607",6987.4598540146
"608",6987.4598540146
"609",3238.60360360357
"614",2664.07894736842
"615",6987.4598540146
"616",3238.60360360357
"617",3238.60360360357
"618",6987.4598540146
"621",3238.60360360357
"622",7546.25862068967
"623",3315.10924369748
"624",3463.73684210524
"626",3315.10924369748
"627",6987.4598540146
"629",7546.25862068967
"630",7268.49999999999
"631",3315.10924369748
"632",6987.4598540146
"633",6987.4598540146
"634",3238.60360360357
"638",6987.4598540146
"640",2664.07894736842
"641",3238.60360360357
"642",7268.49999999999
"643",17164.8285714285
"645",3315.10924369748
"646",6987.4598540146
"647",3238.60360360357
"649",6987.4598540146
"650",3238.60360360357
"652",6987.4598540146
"653",16130.5428571429
"655",3238.60360360357
"656",7268.49999999999
"657",16130.5428571429
"658",17164.8285714285
"662",3315.10924369748
"663",6987.4598540146
"666",7268.49999999999
"669",3238.60360360357
"670",16130.5428571429
"671",16130.5428571429
"673",6987.4598540146
"674",3315.10924369748
"675",3315.10924369748
"677",7546.25862068967
"678",3238.60360360357
"679",7546.25862068967
"680",2664.07894736842
"682",3238.60360360357
"683",7268.49999999999
"684",7268.49999999999
"685",3315.10924369748
"686",7546.25862068967
"690",3463.73684210524
"691",3463.73684210524
"694",3315.10924369748
"695",6987.4598540146
"697",17164.8285714285
"699",2664.07894736842
"700",16130.5428571429
"701",3463.73684210524
"702",6987.4598540146
"703",6987.4598540146
"704",3463.73684210524
"706",6987.4598540146
"707",3315.10924369748
"709",3238.60360360357
"710",17164.8285714285
"711",17164.8285714285
"712",17164.8285714285
"713",3238.60360360357
"716",3463.73684210524
"717",6987.4598540146
"720",7546.25862068967
"721",7546.25862068967
"723",3315.10924369748
"724",7546.25862068967
"725",3238.60360360357
"726",7546.25862068967
"727",2664.07894736842
"728",3315.10924369748
"729",3238.60360360357
"730",3238.60360360357
"732",6987.4598540146
"733",3463.73684210524
"734",6987.4598540146
"735",3315.10924369748
"736",6987.4598540146
"737",6987.4598540146
"740",3238.60360360357
"742",17164.8285714285
"743",3315.10924369748
"744",3238.60360360357
"745",6987.4598540146
"746",3238.60360360357
"747",3463.73684210524
"748",7268.49999999999
"749",3238.60360360357
"752",2664.07894736842
"753",7268.49999999999
"755",16130.5428571429
"756",3238.60360360357
"760",17164.8285714285
"761",3315.10924369748
"762",17164.8285714285
"763",6987.4598540146
"765",3463.73684210524
"768",6987.4598540146
"769",7546.25862068967
"770",6987.4598540146
"772",6987.4598540146
"773",7268.49999999999
"776",3315.10924369748
"778",2664.07894736842
"779",3238.60360360357
"780",3315.10924369748
"781",2664.07894736842
"782",7268.49999999999
"783",3463.73684210524
"784",6987.4598540146
"785",6987.4598540146
"786",16130.5428571429
"787",17164.8285714285
"788",3315.10924369748
"789",16130.5428571429
"791",3238.60360360357
"793",7546.25862068967
"796",3315.10924369748
"797",7268.49999999999
"798",3238.60360360357
"800",7268.49999999999
"802",6987.4598540146
"803",17164.8285714285
"804",6987.4598540146
"805",3238.60360360357
"806",7268.49999999999
"807",6987.4598540146
"809",3315.10924369748
"810",3315.10924369748
"811",3238.60360360357
"812",3238.60360360357
"813",6987.4598540146
"814",17164.8285714285
"816",3315.10924369748
"819",3238.60360360357
"820",6987.4598540146
"821",3315.10924369748
"822",6987.4598540146
"823",6987.4598540146
"824",3238.60360360357
"827",6987.4598540146
"829",3238.60360360357
"830",17164.8285714285
"831",3238.60360360357
"832",2664.07894736842
"834",3315.10924369748
"835",7268.49999999999
"836",6987.4598540146
"837",3315.10924369748
"839",7546.25862068967
"841",3238.60360360357
"842",3463.73684210524
"846",3238.60360360357
"847",3238.60360360357
"848",7268.49999999999
"849",6987.4598540146
"850",3238.60360360357
"852",3238.60360360357
"853",3238.60360360357
"854",7268.49999999999
"855",7546.25862068967
"856",2664.07894736842
"857",3315.10924369748
"858",7546.25862068967
"859",3238.60360360357
"861",3238.60360360357
"862",6987.4598540146
"863",6987.4598540146
"864",6987.4598540146
"866",7546.25862068967
"867",6987.4598540146
"868",6987.4598540146
"869",3315.10924369748
"870",3238.60360360357
